Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
0,-785,-0.037,0.07316,0.0,2080,1,1,6,1,413,368,174,67,653,35,18
1,-41900,0.0112,-0.0149,0.0,3497,0,12,140,122,85,11,19,29,618,148,100
0,41900,-0.0112,-0.01133,4e-05,1783,-1,19,29,618,148,100,12,140,122,85,11
1,21492,0.0206,0.05556,-0.0117,-565,-1,50,41,33,214,153,19,5,141,37,125
0,-21492,-0.0206,0.04475,0.00049,-5058,-2,19,5,141,37,125,50,41,33,214,153
1,-21492,-0.0206,-0.01766,0.00978,-2,0,19,5,141,37,125,50,41,33,214,153
1,625,0.0284,0.05,0.03434,4404,-1,174,67,653,35,18,38,190,60,156,94
1,625,0.0284,-0.00323,-0.00789,0,-1,174,67,653,35,18,60,190,38,156,94
0,49832,-0.0126,0.0203,0.00587,-1300,1,213,3,75,133,502,12,140,122,85,11
0,-18914,0.0014,-0.00212,-0.01351,-559,0,19,5,141,37,125,62,27,367,589,9
1,-49832,0.0126,0.03723,-0.01065,-32,0,12,140,122,85,11,213,3,75,133,502
1,-18914,0.0014,0.03654,-0.02818,-3223,0,19,5,141,37,125,62,27,367,589,9
1,-4656,-0.0064,0.09707,0.0,-1353,0,1,29,413,6,368,530,315,96,156,91
0,-19408,-0.0058,-0.07112,0.00136,-3651,0,75,9,193,5,69,50,41,33,214,153
0,-42231,0.0216,0.01539,0.00417,4776,0,353,5001,214,251,66,19,29,618,148,100
1,42231,-0.0216,-0.03732,0.01316,2606,0,19,29,618,148,100,353,5001,214,251,66
1,19408,0.0058,0.0061,0.00676,-1201,0,50,41,33,214,153,75,9,193,5,69
0,4656,0.0064,0.02774,-0.00806,-995,-2,530,315,96,156,91,6,1,413,29,368
1,-14169,0.0134,0.03191,-0.00926,-375,-1,12,140,122,85,11,60,190,38,156,92
0,-41701,-0.0008,-0.05136,-0.02319,346,0,19,5,141,37,125,213,133,3,75,502
1,-10854,0.0256,-0.02397,0.00851,-1100,0,174,67,653,35,18,62,27,367,589,9
0,41701,0.0008,-0.01404,-0.02228,0,0,213,3,75,133,502,19,5,141,37,125
1,-10854,0.0256,-0.02333,0.00124,2132,1,174,67,653,35,18,62,27,367,589,9
0,14169,-0.0134,-0.01837,-0.00263,-62,-2,60,190,38,156,92,12,140,122,85,11
0,-29954,0.0032,0.06871,0.00795,2531,0,353,5001,214,251,66,50,41,33,214,153
0,-14476,-0.0048,-0.0015,0.01753,-827,0,530,315,96,156,91,19,29,618,148,100
1,12553,-0.0238,0.02637,-0.02068,1782,0,6,29,413,1,368,75,9,193,5,69
0,29954,-0.0032,-0.10361,0.01183,1197,1,50,41,33,214,153,353,5001,214,251,66
0,14476,0.0048,-0.02257,0.00806,2244,-1,19,29,618,148,100,530,315,96,156,91
0,12553,-0.0238,-0.04474,-0.00369,-4063,1,6,1,413,29,368,75,9,193,5,69
0,27045,-0.0148,0.00698,0.00417,-4251,-1,62,27,367,589,9,12,140,122,85,11
1,-8060,-0.0242,-0.0373,0.00133,-124,-1,19,5,141,37,125,174,67,653,35,18
0,35663,0.0008,-0.0381,-0.01124,364,-2,213,3,133,75,502,60,190,38,156,92
0,27045,-0.0148,0.01585,0.00978,-5939,1,62,589,367,27,9,12,140,122,85,11
1,-8060,-0.0242,-0.03849,0.00229,2607,1,19,5,141,37,125,174,67,653,35,18
0,-35663,-0.0008,-0.00864,-0.00453,-781,1,60,190,92,156,38,213,3,75,133,502
1,2199,0.0232,-0.01273,-0.00924,933,-1,50,41,33,214,153,530,315,96,156,91
0,-19132,-0.0112,0.01946,0.01411,-1338,-1,1,29,413,6,368,19,29,618,148,100
0,10546,-0.009,-0.05273,0.00169,-270,0,75,9,193,5,69,353,5001,214,251,66
1,10546,-0.009,-0.01022,-0.01541,3189,-1,75,9,193,5,69,353,5001,214,251,66
1,19132,0.0112,-0.01548,-0.01964,446,-1,19,29,618,148,100,1,29,413,6,368
1,2199,0.0232,-0.00953,0.0,1580,0,50,41,33,214,153,530,315,96,156,91
1,12876,-0.0014,-0.00544,0.02429,1771,0,62,27,367,589,9,60,190,92,156,38
1,-33641,0.0234,0.0127,0.00566,4389,0,174,67,653,35,18,213,3,75,133,502
1,-8131,0.0134,0.02373,-0.01681,1090,0,12,140,122,85,11,19,5,141,37,125
1,-12876,0.0014,-0.01193,0.01403,-682,1,60,190,92,38,156,62,27,367,589,9
1,33641,-0.0234,-0.01118,0.00356,1450,1,213,3,75,133,502,174,67,653,35,18
1,8131,-0.0134,0.00928,-0.01108,59,0,19,5,141,37,125,12,140,122,85,11
1,23099,-0.0328,0.06901,-0.01316,5816,-1,1,29,413,6,368,353,5001,214,251,66
1,-12277,0.0184,0.03807,0.00497,-7,-1,50,41,33,214,153,19,29,618,148,100
1,17209,-0.0174,0.04677,0.0,-1840,1,530,315,96,156,91,75,9,193,5,69
1,23099,-0.0328,0.0045,0.0,1792,-1,1,29,413,6,368,353,5001,214,251,66
0,12277,-0.0184,0.04842,0.00885,-199,0,19,29,618,148,100,50,41,33,214,153
0,-17209,0.0174,-0.02553,-0.0081,-1108,0,75,9,193,5,69,530,315,96,156,91
1,22787,0.0022,0.00745,-0.03239,-311,0,213,133,3,75,502,62,27,367,589,9
1,-16191,-0.0108,-0.02455,-0.02124,-3272,1,12,140,122,85,11,174,67,653,35,18
1,-6038,0.0,0.02888,0.02704,4095,-1,19,5,141,37,125,38,190,60,92,156
1,-16191,-0.0108,0.0136,0.01926,3369,0,12,140,122,85,11,174,67,653,35,18
0,-22787,-0.0022,-0.01771,-0.00656,3516,1,62,27,367,589,9,213,3,75,133,502
1,-6038,0.0,-0.06331,-0.01441,4545,0,19,5,141,37,125,60,92,38,156,190
1,27755,-0.0264,0.02884,-0.0147,-1446,0,530,315,96,156,91,353,5001,214,251,66
1,31685,-0.0126,-0.00941,0.00064,3058,2,19,29,618,148,100,75,9,193,5,69
0,6855,0.0296,-0.07165,-0.0057,2930,0,50,41,33,214,153,1,29,413,6,368
1,27755,-0.0264,-0.00822,-0.00144,115,-1,530,315,96,156,91,353,5001,214,251,66
0,-6855,-0.0296,-0.0283,0.00098,-2438,0,1,29,413,6,368,50,41,33,214,153
0,-31685,0.0126,0.03941,0.01072,2502,-2,75,9,193,5,69,19,29,618,148,100
0,2373,-0.0106,0.00164,0.00289,-1618,0,93,177,92,242,4,196,124,102,35,21
1,-2373,0.0106,-0.00577,0.00365,-300,1,124,21,35,196,102,92,177,93,242,4
1,-2373,0.0106,-0.01314,0.0,6231,1,124,196,35,21,102,92,177,93,242,4
0,-2373,0.0106,-0.02763,0.01491,-184,-1,124,102,196,21,35,93,177,92,242,4
0,-17084,-0.0062,0.03741,0.02718,-853,1,52,63,66,16,158,92,177,93,242,4
1,-17084,-0.0062,-0.04339,-0.01521,-1069,2,52,63,66,16,158,93,177,92,242,4
0,3454,-0.0346,0.0326,0.0,-4191,1,237,67,15,111,42,174,67,653,35,18
0,-17084,-0.0062,-0.01336,-0.01326,0,-1,52,63,16,66,158,92,177,93,242,4
0,-3454,0.0346,-0.03257,-0.00043,2009,-2,174,67,653,35,18,237,67,15,111,42
1,8476,0.01,-0.02753,0.02471,-971,1,196,124,35,21,102,95,82,39,171,244
0,3454,-0.0346,-0.04519,-0.00533,-571,-1,237,67,15,111,42,174,67,653,35,18
1,8476,0.01,0.01333,-0.00749,2901,-1,196,35,124,21,102,95,82,39,171,244
1,-3454,0.0346,-0.00586,0.00619,2674,1,174,67,653,35,18,237,67,15,111,42
1,-8476,-0.01,-0.07937,-0.00301,4570,1,95,82,39,171,244,196,124,21,35,102
1,-8273,-0.0118,0.03553,-0.0053,3160,0,237,67,15,111,42,360,83,58,11,178
0,8273,0.0118,-0.02575,0.01446,-189,1,360,83,58,11,178,237,67,15,111,42
0,9237,-0.0102,0.0161,0.01548,0,0,123,396,503,588,301,52,63,66,16,158
0,-9237,0.0102,0.00919,-0.00484,-761,0,52,63,66,16,158,123,396,588,503,301
0,9237,-0.0102,-0.01239,-0.04049,-75,1,123,396,503,588,301,52,63,66,16,158
0,-28117,-0.007,-0.00118,0.00696,0,0,159,112,312,509,107,93,177,92,242,4
0,-28117,-0.007,0.04239,-0.01461,-3695,0,159,112,312,509,107,92,93,177,242,4
0,-1780,-0.013,-0.04178,-0.00268,-828,0,540,216,74,77,163,196,124,21,35,102
1,1780,0.013,-0.01219,0.00496,1369,0,196,124,21,35,102,74,216,540,77,163
1,-11727,0.0228,0.07474,-0.00481,-1003,-1,174,67,653,35,18,360,11,58,83,178
1,-1780,-0.013,-0.02755,-0.02926,0,2,540,216,74,77,163,124,21,102,196,35
1,1983,0.0024,0.03883,0.04241,3187,-2,95,82,39,171,244,27,122,39,255,12
1,12762,-0.0032,0.04033,-0.00171,0,-2,237,67,15,111,42,281,539,5,8,897
0,-12762,0.0032,-0.02374,-0.00959,-1074,1,281,539,5,8,897,237,67,15,42,111
0,-1983,-0.0024,0.01836,0.0262,911,1,27,122,39,255,12,95,82,39,171,244
0,-7301,0.04,0.02687,0.0,-2203,2,349,138,161,353,686,123,396,503,588,301
1,7301,-0.04,0.00424,0.01423,1966,1,123,396,588,503,301,349,138,686,161,353
1,-7779,-0.0078,-0.01418,-0.0293,3647,0,111,67,15,237,42,530,315,96,156,91
0,-38591,0.0034,-0.05482,0.00252,-1611,1,70,145,105,312,231,93,177,92,242,4
1,-7779,-0.0078,0.02306,0.00781,803,0,237,15,42,111,67,530,315,96,156,91
0,-38591,0.0034,-0.07229,-0.01291,418,-2,70,145,105,312,231,92,177,93,242,4
0,-2309,-0.02,0.05771,-0.00481,4137,-1,128,393,315,76,78,124,102,35,196,21
1,2309,0.02,0.00057,0.00302,2090,1,196,102,21,124,35,128,393,315,76,78
0,20162,0.0058,0.05143,0.02155,1289,-1,62,27,367,589,9,281,539,5,8,897
1,-19061,0.0054,-0.00206,0.01157,4937,-1,95,82,39,171,244,360,100,46,400,53
1,20162,0.0058,0.08836,0.00095,-618,-3,62,367,27,589,9,281,539,5,8,897
0,19061,-0.0054,0.01216,0.00156,1734,-1,360,100,46,400,53,95,82,39,171,244
1,-20162,-0.0058,-0.04339,-0.00484,2670,1,281,539,5,897,8,62,27,367,589,9
0,-19061,0.0054,-0.04226,-0.01726,0,0,95,82,39,171,244,46,100,360,400,53
0,3454,-0.0346,0.01631,0.0,471,1,237,67,15,111,42,174,67,653,35,18
1,3454,-0.0346,-0.02868,-0.00313,1438,1,237,67,15,111,42,174,67,653,35,18
1,-10009,-0.019,0.03911,0.0201,4411,-2,159,112,312,509,107,659,183,202,16,155
1,-3454,0.0346,0.01361,-0.00357,116,-2,174,67,653,35,18,237,67,15,111,42
1,-10009,-0.019,0.03867,0.00472,1964,0,159,112,312,509,107,659,183,202,16,155
1,-10998,0.0148,0.04265,-0.00493,0,0,74,216,97,540,163,444,568,321,77,519
0,10998,-0.0148,0.00235,0.0,0,-1,444,568,77,321,519,540,216,74,97,163
1,21035,0.0086,-0.00133,0.00247,3324,-1,83,360,178,11,58,281,539,5,8,897
0,-21035,-0.0086,0.03027,-0.01207,91,0,281,539,5,8,897,360,83,58,11,178
1,-11976,-0.0098,-0.00385,0.00668,0,-3,123,396,503,588,301,72,100,46,400,53
0,11976,0.0098,0.00978,-0.00298,-1224,0,72,100,46,400,53,301,123,396,588,503
1,-20541,-0.0046,-0.04051,-0.03438,0,0,281,539,5,897,8,530,315,96,156,91
0,873,0.0028,-0.02712,-0.00296,56,1,360,83,58,11,178,62,27,367,589,9
1,-7400,-0.009,-0.02535,-0.01612,3295,0,237,67,15,111,42,62,27,367,589,9
1,-12263,0.0042,0.04585,-0.03894,-1885,-1,70,231,105,145,312,313,259,247,259,150
1,8273,0.0118,0.03348,0.02385,3422,-1,360,83,58,11,178,237,67,15,111,42
1,-20541,-0.0046,-0.02384,0.01031,-3289,0,281,539,5,897,8,530,315,96,156,91
0,12263,-0.0042,-0.02336,-0.0062,2106,0,313,247,259,259,150,70,145,105,312,231
0,-20541,-0.0046,0.02867,-0.00382,0,0,281,539,5,8,897,530,315,96,156,91
1,-8150,0.0076,-0.0152,-0.00882,0,0,27,122,39,12,255,128,393,315,76,78
1,-11514,0.0104,0.02787,0.00442,1299,0,19,5,141,37,125,237,67,15,111,42
0,-8150,0.0076,-0.02824,-0.01748,667,0,255,122,39,27,12,128,393,315,76,78
0,-11514,0.0104,0.02195,0.00874,0,-2,19,5,141,37,125,237,67,15,111,42
0,8150,-0.0076,0.00453,-0.00318,-1172,-1,128,393,315,76,78,27,122,39,12,255
1,15412,-0.0242,0.00755,-0.00914,-1001,2,5001,502,21,25,65,174,67,653,35,18
1,-17025,0.004,0.01631,0.0017,9718,0,52,63,66,16,158,1005,1095,1495,180,463
1,-15412,0.0242,-0.02467,0.01322,3508,1,174,67,653,35,18,5001,502,65,25,21
0,17025,-0.004,-0.00314,0.00312,0,-2,1005,1095,180,463,1495,52,63,158,16,66
0,873,0.0028,-0.04173,0.01146,-326,0,360,83,58,11,178,62,27,367,589,9
0,873,0.0028,5e-05,0.00026,162,-2,360,83,58,11,178,62,27,367,589,9
0,-8273,-0.0118,-0.00972,0.00803,-2855,0,237,15,67,111,42,360,83,58,11,178
0,18400,-0.002,-0.05878,-0.01693,-1963,-1,519,568,77,271,444,159,112,312,509,107
1,8273,0.0118,-0.06878,-0.02302,442,-1,360,83,58,11,178,237,67,15,111,42
1,-18400,0.002,-0.00791,-0.01321,1266,1,159,112,312,509,107,519,568,77,271,444
0,-9308,-0.0314,-0.08755,0.02127,-2286,1,281,539,5,897,8,174,67,653,35,18
1,22237,-0.0186,0.0927,0.01672,6882,-2,72,100,46,400,53,659,16,183,155,202
1,9308,0.0314,0.05847,-0.00312,622,0,174,67,653,35,18,281,539,5,8,897
1,22237,-0.0186,0.01704,0.00538,0,0,72,100,46,400,53,659,183,16,202,155
1,-18914,0.0014,-0.00527,0.02987,-117,0,19,5,141,37,125,62,367,27,589,9
0,4623,-0.0008,-0.01192,-0.01675,0,0,1005,1495,463,180,1095,128,78,393,315,76
0,-18914,0.0014,0.0047,-0.01869,0,1,19,5,141,37,125,62,27,367,589,9
1,-4623,0.0008,0.00897,0.00769,5640,0,128,393,315,76,78,1005,1095,1495,180,463
0,4179,0.0026,-0.00377,0.00537,0,-1,5001,65,21,25,502,530,315,96,156,91
1,21507,-0.0096,0.01385,-0.01837,2175,0,52,63,66,16,158,70,145,105,231,312
0,4179,0.0026,0.04195,-0.00571,596,0,5001,21,65,25,502,530,315,96,156,91
1,21507,-0.0096,0.05156,-0.00121,3170,-2,52,63,66,16,158,70,145,312,105,231
0,-3694,-0.014,0.01303,-0.00635,-3344,0,123,588,503,396,301,74,216,540,77,163
0,3694,0.014,0.00483,-0.01653,-41,-1,74,216,540,77,163,123,396,503,588,301
1,-11233,0.0268,-0.01049,-0.01776,-1565,0,174,67,653,35,18,530,315,96,156,91
1,-11233,0.0268,-0.04406,0.00172,1248,-1,174,67,653,35,18,530,315,96,156,91
0,-3694,-0.014,-0.02768,0.01928,-1425,2,123,396,503,588,301,540,216,74,77,163
1,-7400,-0.009,0.03215,-0.01552,1205,0,237,67,15,111,42,62,27,367,589,9
0,35631,-0.0002,-0.01002,0.01682,0,0,46,100,30,400,53,159,112,509,312,107
0,7400,0.009,0.00765,-0.00018,0,0,62,27,367,589,9,237,67,15,111,42
1,-35631,0.0002,-0.02082,-0.01366,0,1,107,112,312,509,159,46,100,30,400,53
1,-24720,-0.0072,-0.03839,-0.06776,0,1,281,539,5,8,897,5001,65,21,25,502
1,13496,-0.001,-0.01336,-0.00641,5240,2,27,122,39,12,255,313,247,259,259,150
0,24720,0.0072,-0.04454,0.0,-2637,-1,5001,65,21,25,502,281,539,5,897,8
0,-13496,0.001,-0.01207,0.03185,1755,0,313,247,259,259,150,255,122,39,27,12
1,-19787,-0.0014,0.02447,0.0264,1001,-2,19,5,141,37,125,360,11,83,58,178
0,38532,-0.0136,-0.00473,0.00857,627,0,180,1495,1095,1005,463,70,145,231,312,105
0,-19787,-0.0014,0.03859,-0.00577,0,1,19,5,141,37,125,360,58,83,11,178
1,-38532,0.0136,-0.01456,0.01896,0,-3,70,105,145,312,231,1005,1095,180,1495,463
0,6987,-0.0134,-0.04432,-0.00388,0,4,74,216,540,119,163,659,16,183,202,155
1,6987,-0.0134,0.04171,0.0041,0,-3,540,216,74,119,163,659,16,183,202,155
0,6987,-0.0134,-0.02341,-0.0026,0,0,119,216,74,540,163,659,16,183,155,202
1,12008,0.0098,0.01966,0.0,-1420,0,444,568,77,648,271,123,503,588,1212,301
0,-12008,-0.0098,0.02643,-0.01263,-3885,1,123,588,503,1212,301,444,568,77,648,271
1,4252,0.0044,0.03105,0.0,-1380,0,122,27,39,12,255,66,63,52,16,158
1,4252,0.0044,0.0194,-0.01633,4582,-1,27,122,39,12,255,52,63,66,16,158
1,-4252,-0.0044,-0.00915,-0.01118,0,0,52,63,66,16,158,255,27,39,122,12
1,-21646,0.0086,0.07434,0.00171,2294,-1,313,259,247,259,150,128,393,315,76,78
0,-21646,0.0086,-0.00567,0.03282,526,0,313,259,247,259,150,128,393,315,76,78
1,-21646,0.0086,-0.01288,-0.03754,1771,0,313,247,259,259,150,128,393,315,76,78
